class_id,cub_label,common_name,scientific_name_requested,match_note,mapped,Species2,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle
121,Grasshopper_Sparrow,Grasshopper Sparrow,Ammodramus savannarum,eBird common-name exact match after punctuation and possessive normalization,True,Ammodramus savannarum,Passerellidae,Passeriformes,AVIBASE-5BFFE091,6.0,3.0,3.0,0.0,5.0,13.8,8.2,4.5,6.1,20.1,58.2,12.3,46.0,21.1,41.4,17.6,Dunning,,NO,,,Grassland,3.0,2.0,Omnivore,Invertivore,Generalist
122,Harris_Sparrow,Harris Sparrow,Zonotrichia querula,eBird common-name exact match after punctuation and possessive normalization,True,Zonotrichia querula,Passerellidae,Passeriformes,AVIBASE-DDAF0666,5.0,2.0,3.0,0.0,4.0,16.0,9.2,5.1,7.5,24.3,86.9,20.5,66.3,23.7,80.9,35.5,Dunning,,NO,,,Shrubland,2.0,3.0,Herbivore,Omnivore,Terrestrial
123,Henslow_Sparrow,Henslow Sparrow,Centronyx henslowii,eBird common-name exact match after punctuation and possessive normalization,True,Centronyx henslowii,Passerellidae,Passeriformes,AVIBASE-CDA2F827,9.0,4.0,5.0,0.0,8.0,13.6,8.4,4.4,6.8,16.7,54.7,8.5,45.8,15.6,49.9,12.8,Dunning,,NO,,,Grassland,3.0,2.0,Omnivore,Omnivore,Generalist
124,Le_Conte_Sparrow,Le Conte Sparrow,Ammospiza leconteii,eBird common-name exact match after punctuation and possessive normalization,True,Ammospiza leconteii,Passerellidae,Passeriformes,AVIBASE-B656B15D,6.0,3.0,3.0,0.0,6.0,11.2,7.1,4.2,5.0,17.3,53.0,10.0,43.1,18.8,52.0,13.0,Dunning,,NO,,,Grassland,3.0,3.0,Omnivore,Granivore,Generalist
125,Lincoln_Sparrow,Lincoln Sparrow,Melospiza lincolnii,eBird common-name exact match after punctuation and possessive normalization,True,Melospiza lincolnii,Passerellidae,Passeriformes,AVIBASE-AF49F890,4.0,2.0,2.0,0.0,4.0,13.2,8.0,4.0,5.1,20.1,64.0,14.3,49.7,22.3,56.8,16.6,Dunning,,NO,,,Wetland,2.0,3.0,Omnivore,Omnivore,Generalist
126,Nelson_Sharp_tailed_Sparrow,Nelson Sharp tailed Sparrow,Ammospiza nelsoni,Nelson's Sparrow; historical name,True,Ammospiza nelsoni,Passerellidae,Passeriformes,AVIBASE-727D994F,11.0,5.0,6.0,0.0,9.0,14.4,8.7,3.8,5.2,21.7,56.4,12.4,44.1,21.9,47.7,15.1,Dunning,,NO,,,Wetland,3.0,3.0,Omnivore,Invertivore,Generalist
127,Savannah_Sparrow,Savannah Sparrow,Passerculus sandwichensis,eBird common-name exact match after punctuation and possessive normalization,True,Passerculus sandwichensis,Passerellidae,Passeriformes,AVIBASE-31CE00C7,4.0,1.0,3.0,0.0,4.0,12.8,8.3,4.1,5.4,20.7,72.8,17.6,55.2,24.1,51.2,20.0,Dunning,,NO,,,Grassland,3.0,3.0,Omnivore,Omnivore,Generalist
128,Seaside_Sparrow,Seaside Sparrow,Ammospiza maritima,eBird common-name exact match after punctuation and possessive normalization,True,Ammospiza maritima,Passerellidae,Passeriformes,AVIBASE-0F81304F,9.0,4.0,5.0,0.0,8.0,16.3,11.1,4.2,6.3,22.9,60.6,9.1,51.8,14.8,54.8,22.2,Dunning,,NO,,,Wetland,3.0,2.0,Carnivore,Invertivore,Terrestrial
129,Song_Sparrow,Song Sparrow,Melospiza melodia,eBird common-name exact match after punctuation and possessive normalization,True,Melospiza melodia,Passerellidae,Passeriformes,AVIBASE-A5F09E05,6.0,2.0,3.0,1.0,5.0,13.4,8.5,5.3,6.7,21.5,66.3,13.2,52.6,20.1,67.2,21.9,Dunning,,NO,,,Shrubland,2.0,2.0,Omnivore,Omnivore,Generalist
130,Tree_Sparrow,Tree Sparrow,,Ambiguous common/genus label; ecology withheld pending taxonomic verification,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Vesper_Sparrow,Vesper Sparrow,Pooecetes gramineus,eBird common-name exact match after punctuation and possessive normalization,True,Pooecetes gramineus,Passerellidae,Passeriformes,AVIBASE-3647E146,5.0,2.0,3.0,0.0,4.0,12.0,7.7,4.9,6.6,20.1,78.6,18.8,60.0,23.9,59.6,25.7,Dunning,,NO,,,Grassland,3.0,3.0,Omnivore,Omnivore,Generalist
132,White_crowned_Sparrow,White crowned Sparrow,Zonotrichia leucophrys,eBird common-name exact match after punctuation and possessive normalization,True,Zonotrichia leucophrys,Passerellidae,Passeriformes,AVIBASE-8601A467,5.0,2.0,3.0,0.0,4.0,15.4,8.4,4.5,6.0,22.8,78.7,18.5,60.9,23.4,70.6,28.0,Dunning,,NO,,,Shrubland,2.0,3.0,Omnivore,Omnivore,Generalist
133,White_throated_Sparrow,White throated Sparrow,Zonotrichia albicollis,eBird common-name exact match after punctuation and possessive normalization,True,Zonotrichia albicollis,Passerellidae,Passeriformes,AVIBASE-39BD9FF2,10.0,4.0,5.0,1.0,5.0,13.6,8.4,5.1,6.3,23.0,72.8,14.3,58.1,19.7,70.4,24.4,Dunning,,NO,,,Woodland,2.0,3.0,Herbivore,Omnivore,Terrestrial
134,Cape_Glossy_Starling,Cape Glossy Starling,Lamprotornis nitens,Cape Starling synonym,True,Lamprotornis nitens,Sturnidae,Passeriformes,AVIBASE-57BBB7F1,6.0,3.0,3.0,0.0,4.0,22.4,12.6,5.2,6.4,31.9,118.3,24.6,94.6,20.6,79.8,85.6,Dunning,,NO,,,Grassland,3.0,1.0,Omnivore,Omnivore,Insessorial
135,Bank_Swallow,Bank Swallow,Riparia riparia,eBird common-name exact match after punctuation and possessive normalization,True,Riparia riparia,Hirundinidae,Passeriformes,AVIBASE-94A1C447,26.0,8.0,17.0,1.0,4.0,9.4,5.0,3.7,2.5,10.5,101.8,54.0,47.9,53.0,47.2,12.7,Dunning,,NO,,,Riverine,3.0,3.0,Carnivore,Invertivore,Aerial
136,Barn_Swallow,Barn Swallow,Hirundo rustica,eBird common-name exact match after punctuation and possessive normalization,True,Hirundo rustica,Hirundinidae,Passeriformes,AVIBASE-58C502EA,68.0,23.0,24.0,21.0,10.0,12.4,6.0,4.5,2.7,11.7,115.8,62.3,56.0,52.6,70.4,17.9,Dunning,,NO,,,Human Modified,3.0,3.0,Carnivore,Invertivore,Aerial
137,Cliff_Swallow,Cliff Swallow,Petrochelidon pyrrhonota,eBird common-name exact match after punctuation and possessive normalization,True,Petrochelidon pyrrhonota,Hirundinidae,Passeriformes,AVIBASE-F5C181CA,12.0,3.0,5.0,4.0,4.0,11.3,5.9,4.5,3.0,12.6,109.3,54.2,56.4,49.0,49.2,21.6,Dunning,,NO,,,Grassland,3.0,3.0,Carnivore,Invertivore,Aerial
138,Tree_Swallow,Tree Swallow,Tachycineta bicolor,eBird common-name exact match after punctuation and possessive normalization,True,Tachycineta bicolor,Hirundinidae,Passeriformes,AVIBASE-BBA2F9DF,10.0,4.0,6.0,0.0,4.0,10.8,5.9,3.8,2.8,12.2,115.9,61.3,54.3,53.0,54.0,21.2,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Invertivore,Aerial
139,Scarlet_Tanager,Scarlet Tanager,Piranga olivacea,eBird common-name exact match after punctuation and possessive normalization,True,Piranga olivacea,Cardinalidae,Passeriformes,AVIBASE-42101632,21.0,12.0,9.0,0.0,4.0,18.8,11.5,7.2,8.2,19.4,92.6,29.5,65.9,30.9,63.8,28.2,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
140,Summer_Tanager,Summer Tanager,Piranga rubra,eBird common-name exact match after punctuation and possessive normalization,True,Piranga rubra,Cardinalidae,Passeriformes,AVIBASE-891798D9,57.0,25.0,29.0,3.0,10.0,19.2,13.3,8.4,9.0,19.5,92.0,27.9,67.4,29.2,71.3,29.1,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
141,Artic_Tern,Artic Tern,Sterna paradisaea,Arctic Tern spelling correction,True,Sterna paradisaea,Laridae,Charadriiformes,AVIBASE-BDC5CF80,9.0,4.0,5.0,0.0,4.0,37.8,22.8,3.8,7.0,16.1,262.7,181.1,80.9,69.1,179.6,110.0,Dunning,,NO,,,Coastal,3.0,3.0,Carnivore,Aquatic predator,Aerial
142,Black_Tern,Black Tern,Chlidonias niger,eBird common-name exact match after punctuation and possessive normalization,True,Chlidonias niger,Laridae,Charadriiformes,AVIBASE-115AF02D,10.0,4.0,5.0,1.0,8.0,31.1,18.4,3.5,5.4,15.8,201.7,123.7,75.0,62.1,77.8,65.3,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aerial
143,Caspian_Tern,Caspian Tern,Hydroprogne caspia,eBird common-name exact match after punctuation and possessive normalization,True,Hydroprogne caspia,Laridae,Charadriiformes,AVIBASE-BC06BC0D,10.0,5.0,5.0,0.0,4.0,78.7,49.1,10.4,19.2,42.6,410.7,268.2,143.1,65.1,148.7,655.0,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aerial
144,Common_Tern,Common Tern,Sterna hirundo,eBird common-name exact match after punctuation and possessive normalization,True,Sterna hirundo,Laridae,Charadriiformes,AVIBASE-4D2FF6F1,14.0,7.0,6.0,1.0,8.0,44.5,24.2,3.8,7.0,19.5,253.3,170.6,82.6,67.3,129.8,129.2,Dunning,,NO,,,Marine,3.0,3.0,Carnivore,Aquatic predator,Aerial
145,Elegant_Tern,Elegant Tern,Thalasseus elegans,eBird common-name exact match after punctuation and possessive normalization,True,Thalasseus elegans,Laridae,Charadriiformes,AVIBASE-3F9E1C51,5.0,2.0,3.0,0.0,4.0,64.4,44.6,5.8,10.3,28.2,296.6,194.5,97.5,66.6,126.6,260.0,Dunning,,NO,,,Coastal,3.0,3.0,Carnivore,Aquatic predator,Aerial
146,Forsters_Tern,Forsters Tern,Sterna forsteri,Forster's Tern possessive spelling,True,Sterna forsteri,Laridae,Charadriiformes,AVIBASE-D13B9122,5.0,2.0,3.0,0.0,4.0,45.3,28.0,4.9,8.8,24.3,252.6,173.5,79.0,68.7,131.4,149.0,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aerial
147,Least_Tern,Least Tern,Sternula antillarum,eBird common-name exact match after punctuation and possessive normalization,True,Sternula antillarum,Laridae,Charadriiformes,AVIBASE-BE78E765,8.0,4.0,4.0,0.0,8.0,29.5,19.8,3.1,5.6,14.6,165.1,114.2,51.0,69.1,77.8,45.9,Dunning,,NO,,,Marine,3.0,3.0,Carnivore,Aquatic predator,Aerial
148,Green_tailed_Towhee,Green tailed Towhee,Pipilo chlorurus,eBird common-name exact match after punctuation and possessive normalization,True,Pipilo chlorurus,Passerellidae,Passeriformes,AVIBASE-45D829B3,5.0,2.0,3.0,0.0,4.0,15.1,9.3,4.7,6.9,24.1,77.6,13.1,64.9,16.8,87.6,29.4,Dunning,,NO,,,Shrubland,2.0,3.0,Omnivore,Omnivore,Generalist
149,Brown_Thrasher,Brown Thrasher,Toxostoma rufum,eBird common-name exact match after punctuation and possessive normalization,True,Toxostoma rufum,Mimidae,Passeriformes,AVIBASE-C8F9F2D0,5.0,2.0,3.0,0.0,4.0,30.1,19.3,5.4,6.3,34.2,102.5,14.0,86.7,13.9,121.8,68.8,Dunning,,NO,,,Shrubland,1.0,2.0,Omnivore,Omnivore,Generalist
150,Sage_Thrasher,Sage Thrasher,Oreoscoptes montanus,eBird common-name exact match after punctuation and possessive normalization,True,Oreoscoptes montanus,Mimidae,Passeriformes,AVIBASE-F6DF700B,6.0,3.0,3.0,0.0,4.0,20.8,12.1,4.4,5.3,29.4,97.7,25.4,72.3,26.0,96.0,44.2,Dunning,,NO,,,Shrubland,3.0,3.0,Carnivore,Invertivore,Terrestrial
151,Black_capped_Vireo,Black capped Vireo,Vireo atricapilla,eBird common-name exact match after punctuation and possessive normalization,True,Vireo atricapilla,Vireonidae,Passeriformes,AVIBASE-DEFD8414,10.0,2.0,8.0,0.0,4.0,13.1,6.8,3.7,3.3,19.8,54.8,8.2,46.6,14.9,42.9,9.0,Dunning,,NO,,,Shrubland,2.0,3.0,Carnivore,Invertivore,Insessorial
152,Blue_headed_Vireo,Blue headed Vireo,Vireo solitarius,eBird common-name exact match after punctuation and possessive normalization,True,Vireo solitarius,Vireonidae,Passeriformes,AVIBASE-95DB0943,11.0,3.0,8.0,0.0,4.0,13.7,7.5,4.0,4.4,18.6,75.3,22.1,53.2,29.3,51.4,15.3,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
153,Philadelphia_Vireo,Philadelphia Vireo,Vireo philadelphicus,eBird common-name exact match after punctuation and possessive normalization,True,Vireo philadelphicus,Vireonidae,Passeriformes,AVIBASE-447A1BA5,31.0,8.0,17.0,6.0,4.0,13.2,6.9,3.4,3.5,17.0,66.2,17.0,49.4,25.6,47.1,11.5,Dunning,,NO,,,Woodland,1.0,3.0,Carnivore,Invertivore,Insessorial
154,Red_eyed_Vireo,Red eyed Vireo,Vireo olivaceus,eBird common-name exact match after punctuation and possessive normalization,True,Vireo olivaceus,Vireonidae,Passeriformes,AVIBASE-847717E2,31.0,7.0,9.0,15.0,8.0,16.4,9.6,4.3,4.4,19.5,77.5,23.6,55.6,29.8,52.7,16.1,Dunning,,NO,,,Forest,1.0,3.0,Omnivore,Invertivore,Insessorial
155,Warbling_Vireo,Warbling Vireo,Vireo gilvus,AVONET historical broad species concept,True,Vireo gilvus,Vireonidae,Passeriformes,AVIBASE-66AA469C,21.0,5.0,13.0,3.0,11.0,14.3,7.5,3.7,3.7,17.6,70.1,16.5,53.5,23.5,51.3,12.7,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
156,White_eyed_Vireo,White eyed Vireo,Vireo griseus,eBird common-name exact match after punctuation and possessive normalization,True,Vireo griseus,Vireonidae,Passeriformes,AVIBASE-D97F93CC,24.0,6.0,13.0,5.0,11.0,13.7,7.4,3.9,4.1,19.5,61.6,11.1,50.6,17.9,48.9,11.4,Dunning,,NO,,,Shrubland,2.0,3.0,Carnivore,Invertivore,Insessorial
157,Yellow_throated_Vireo,Yellow throated Vireo,Vireo flavifrons,eBird common-name exact match after punctuation and possessive normalization,True,Vireo flavifrons,Vireonidae,Passeriformes,AVIBASE-F8DDF6A6,27.0,7.0,13.0,7.0,4.0,15.1,8.5,4.3,4.9,19.3,76.3,25.8,50.4,33.8,48.4,18.0,Dunning,,NO,,,Forest,2.0,3.0,Carnivore,Invertivore,Insessorial
158,Bay_breasted_Warbler,Bay breasted Warbler,Setophaga castanea,eBird common-name exact match after punctuation and possessive normalization,True,Setophaga castanea,Parulidae,Passeriformes,AVIBASE-10C601D3,16.0,5.0,6.0,5.0,4.0,13.5,7.9,3.8,3.8,19.1,69.9,22.0,50.2,30.6,51.6,11.8,Dunning,,NO,,,Forest,1.0,3.0,Omnivore,Invertivore,Insessorial
159,Black_and_white_Warbler,Black and white Warbler,Mniotilta varia,eBird common-name exact match after punctuation and possessive normalization,True,Mniotilta varia,Parulidae,Passeriformes,AVIBASE-4D207AF6,20.0,12.0,8.0,0.0,4.0,13.7,9.0,2.9,3.3,17.3,68.8,17.0,49.7,25.5,46.6,10.9,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
160,Black_throated_Blue_Warbler,Black throated Blue Warbler,Setophaga caerulescens,eBird common-name exact match after punctuation and possessive normalization,True,Setophaga caerulescens,Parulidae,Passeriformes,AVIBASE-67B455A7,9.0,4.0,5.0,0.0,4.0,13.0,7.4,3.4,3.3,18.6,62.2,14.9,47.0,24.1,48.9,10.1,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
161,Blue_winged_Warbler,Blue winged Warbler,Vermivora cyanoptera,eBird common-name exact match after punctuation and possessive normalization,True,Vermivora cyanoptera,Parulidae,Passeriformes,AVIBASE-B617FE7D,11.0,4.0,7.0,0.0,4.0,13.0,8.5,3.0,3.3,16.3,58.3,14.3,42.6,25.2,42.5,8.9,Dunning,,NO,,,Shrubland,1.0,3.0,Carnivore,Invertivore,Insessorial
162,Canada_Warbler,Canada Warbler,Cardellina canadensis,eBird common-name exact match after punctuation and possessive normalization,True,Cardellina canadensis,Parulidae,Passeriformes,AVIBASE-F2D675AF,51.0,15.0,24.0,12.0,4.0,13.0,7.2,4.0,3.6,19.2,62.5,16.5,47.3,25.9,52.7,10.0,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
163,Cape_May_Warbler,Cape May Warbler,Setophaga tigrina,eBird common-name exact match after punctuation and possessive normalization,True,Setophaga tigrina,Parulidae,Passeriformes,AVIBASE-DB20CB6B,10.0,5.0,5.0,0.0,4.0,12.6,7.6,3.2,3.3,17.5,65.7,17.5,48.2,26.7,45.2,10.0,Dunning,,NO,,,Forest,1.0,3.0,Omnivore,Invertivore,Insessorial
164,Cerulean_Warbler,Cerulean Warbler,Setophaga cerulea,eBird common-name exact match after punctuation and possessive normalization,True,Setophaga cerulea,Parulidae,Passeriformes,AVIBASE-D00EC2C9,9.0,3.0,5.0,1.0,4.0,14.3,8.2,3.2,3.3,15.5,65.6,21.9,44.0,33.2,42.3,9.0,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
165,Chestnut_sided_Warbler,Chestnut sided Warbler,Setophaga pensylvanica,eBird common-name exact match after punctuation and possessive normalization,True,Setophaga pensylvanica,Parulidae,Passeriformes,AVIBASE-7AB1229B,46.0,20.0,17.0,9.0,4.0,13.4,7.6,3.6,3.6,18.7,61.6,16.9,46.5,26.6,46.2,9.3,Dunning,,NO,,,Forest,2.0,3.0,Carnivore,Invertivore,Insessorial
166,Golden_winged_Warbler,Golden winged Warbler,Vermivora chrysoptera,eBird common-name exact match after punctuation and possessive normalization,True,Vermivora chrysoptera,Parulidae,Passeriformes,AVIBASE-83F326C8,21.0,11.0,8.0,2.0,4.0,14.6,9.0,3.2,3.5,17.9,60.6,15.6,44.9,25.9,44.9,8.7,Dunning,,NO,,,Shrubland,2.0,3.0,Carnivore,Invertivore,Insessorial
167,Hooded_Warbler,Hooded Warbler,Setophaga citrina,eBird common-name exact match after punctuation and possessive normalization,True,Setophaga citrina,Parulidae,Passeriformes,AVIBASE-15EB3000,13.0,4.0,9.0,0.0,4.0,13.7,7.9,3.8,3.6,19.2,64.7,13.6,49.7,21.5,55.1,10.5,Dunning,,NO,,,Forest,2.0,3.0,Carnivore,Invertivore,Insessorial
168,Kentucky_Warbler,Kentucky Warbler,Geothlypis formosa,eBird common-name exact match after punctuation and possessive normalization,True,Geothlypis formosa,Parulidae,Passeriformes,AVIBASE-8C105C3C,19.0,4.0,13.0,2.0,4.0,13.8,8.7,3.5,3.7,22.8,66.9,16.6,50.0,24.9,48.1,14.0,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Generalist
169,Magnolia_Warbler,Magnolia Warbler,Setophaga magnolia,eBird common-name exact match after punctuation and possessive normalization,True,Setophaga magnolia,Parulidae,Passeriformes,AVIBASE-1E82CE1E,24.0,10.0,8.0,6.0,5.0,12.1,7.1,3.1,3.1,18.2,58.4,12.6,46.9,21.1,46.5,8.1,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
170,Mourning_Warbler,Mourning Warbler,Geothlypis philadelphia,eBird common-name exact match after punctuation and possessive normalization,True,Geothlypis philadelphia,Parulidae,Passeriformes,AVIBASE-1A0096F2,71.0,29.0,28.0,14.0,7.0,12.5,8.0,3.3,3.6,22.1,59.0,15.1,44.7,25.3,47.8,11.7,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
171,Myrtle_Warbler,Myrtle Warbler,Setophaga coronata,Myrtle form mapped to AVONET Yellow-rumped Warbler species average,True,Setophaga coronata,Parulidae,Passeriformes,AVIBASE-BC5A9498,23.0,11.0,12.0,0.0,10.0,13.1,7.2,3.3,3.4,18.7,73.8,18.8,55.2,25.4,56.5,11.9,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
172,Nashville_Warbler,Nashville Warbler,Leiothlypis ruficapilla,eBird common-name exact match after punctuation and possessive normalization,True,Leiothlypis ruficapilla,Parulidae,Passeriformes,AVIBASE-183E5F90,5.0,2.0,3.0,0.0,4.0,11.6,7.0,2.8,3.5,16.1,56.8,13.3,43.4,23.6,42.4,8.1,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
173,Orange_crowned_Warbler,Orange crowned Warbler,Leiothlypis celata,eBird common-name exact match after punctuation and possessive normalization,True,Leiothlypis celata,Parulidae,Passeriformes,AVIBASE-FFF61080,4.0,1.0,3.0,0.0,4.0,11.8,7.8,3.8,4.0,18.4,59.9,13.8,46.0,23.0,46.5,9.2,Dunning,,NO,,,Shrubland,1.0,3.0,Carnivore,Invertivore,Insessorial
174,Palm_Warbler,Palm Warbler,Setophaga palmarum,eBird common-name exact match after punctuation and possessive normalization,True,Setophaga palmarum,Parulidae,Passeriformes,AVIBASE-4AAEF549,11.0,4.0,6.0,1.0,4.0,12.9,7.1,2.8,3.1,19.1,63.7,12.7,50.4,20.1,51.0,10.3,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
175,Pine_Warbler,Pine Warbler,Setophaga pinus,eBird common-name exact match after punctuation and possessive normalization,True,Setophaga pinus,Parulidae,Passeriformes,AVIBASE-6283E61E,14.0,7.0,7.0,0.0,6.0,13.4,8.0,3.1,3.8,18.6,71.8,20.6,51.2,28.6,54.0,11.8,Dunning,,NO,,,Forest,2.0,3.0,Carnivore,Invertivore,Insessorial
176,Prairie_Warbler,Prairie Warbler,Setophaga discolor,eBird common-name exact match after punctuation and possessive normalization,True,Setophaga discolor,Parulidae,Passeriformes,AVIBASE-E36325FA,16.0,6.0,8.0,2.0,7.0,11.8,7.2,2.8,2.9,17.7,55.5,11.1,44.4,20.0,48.4,7.6,Dunning,,NO,,,Shrubland,2.0,3.0,Carnivore,Invertivore,Insessorial
177,Prothonotary_Warbler,Prothonotary Warbler,Protonotaria citrea,eBird common-name exact match after punctuation and possessive normalization,True,Protonotaria citrea,Parulidae,Passeriformes,AVIBASE-4D08EE7E,15.0,7.0,8.0,0.0,4.0,17.1,10.8,3.8,3.9,18.3,68.9,20.9,48.9,30.0,42.7,14.3,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
178,Swainson_Warbler,Swainson Warbler,Limnothlypis swainsonii,eBird common-name exact match after punctuation and possessive normalization,True,Limnothlypis swainsonii,Parulidae,Passeriformes,AVIBASE-D3624203,5.0,2.0,3.0,0.0,4.0,17.8,11.4,3.4,4.3,17.7,71.6,17.9,53.9,25.0,49.6,18.9,Dunning,,NO,,,Shrubland,1.0,3.0,Carnivore,Invertivore,Terrestrial
179,Tennessee_Warbler,Tennessee Warbler,Leiothlypis peregrina,eBird common-name exact match after punctuation and possessive normalization,True,Leiothlypis peregrina,Parulidae,Passeriformes,AVIBASE-D204A930,60.0,22.0,21.0,17.0,4.0,10.9,7.8,3.0,3.2,18.3,62.5,16.6,47.6,25.9,42.1,8.9,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
180,Wilson_Warbler,Wilson Warbler,Cardellina pusilla,eBird common-name exact match after punctuation and possessive normalization,True,Cardellina pusilla,Parulidae,Passeriformes,AVIBASE-1F09CCCC,21.0,10.0,11.0,0.0,4.0,11.6,6.6,3.2,3.1,17.9,56.3,11.5,44.1,20.7,48.1,7.0,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
181,Worm_eating_Warbler,Worm eating Warbler,Helmitheros vermivorum,eBird common-name exact match after punctuation and possessive normalization,True,Helmitheros vermivorum,Parulidae,Passeriformes,AVIBASE-295C4CD6,10.0,5.0,4.0,1.0,4.0,15.3,10.2,3.7,4.5,17.7,68.3,18.0,50.6,26.2,48.4,14.2,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
182,Yellow_Warbler,Yellow Warbler,Setophaga petechia,AVONET historical broad species concept,True,Setophaga petechia,Parulidae,Passeriformes,AVIBASE-A6C0C4A9,92.0,45.0,24.0,23.0,8.0,11.7,8.0,3.4,3.2,20.0,60.2,14.1,45.7,23.6,43.3,10.2,Dunning,,NO,,,Shrubland,1.0,3.0,Carnivore,Invertivore,Insessorial
